University_Name,Region,Academic_Year,Course_Name,Degree_Level,Subject_Area,Applications_Received,Offers_Made,Students_Admitted,Acceptance_Rate,Enrolment_Rate,Employment_After_6_Months_prcntge,Further_Study_Rate_prcntge,Unemployment_Rate_prcntge,Avg_Salary_GBP,Top_Job_Sector,Student_Population,International_Students_prcntge,Male_Female_Ratio,Student_Satisfaction_Score
University of Glasgow,Greater London,2022-2023,Physics (Postgraduate),Postgraduate,Physics,1720,1491,965,0.87,0.65,90.28,15.98,-6.26,38210,Healthcare,18094,13.63,1.1,74.69
University of Glasgow,Greater London,2018-2019,Mathematics (Undergraduate),Undergraduate,Mathematics,3415,1707,1594,0.5,0.93,73.4,8.89,17.71,23125,Engineering,17150,7.79,0.76,87.88
University of Glasgow,Greater London,2019-2020,Mathematics (Postgraduate),Postgraduate,Mathematics,4837,3609,2933,0.75,0.81,77.65,11.5,10.85,47604,Finance,15108,5.86,0.95,78.66
University of Glasgow,Greater London,2020-2021,Mathematics (Postgraduate),Postgraduate,Mathematics,2079,1727,1212,0.83,0.7,65.22,17.97,16.81,35763,Engineering,23899,17.19,0.74,77.77
University of Glasgow,Greater London,2021-2022,Mathematics (Postgraduate),Postgraduate,Mathematics,4384,3583,3053,0.82,0.85,77.44,12.58,9.98,35182,Finance,32187,17.64,1.22,65.99
University of Glasgow,Greater London,2022-2023,Mathematics (Postgraduate),Postgraduate,Mathematics,2704,1356,1185,0.5,0.87,72.33,6.91,20.76,23749,Legal,14610,34.67,1.12,88.95
University of Birmingham,West Midlands,2018-2019,Computer Science (Undergraduate),Undergraduate,Computer Science,3713,2219,1822,0.6,0.82,83.48,13.79,2.73,38489,Healthcare,10307,18.81,1.12,87.4
University of Birmingham,West Midlands,2019-2020,Computer Science (Undergraduate),Undergraduate,Computer Science,2834,2204,2014,0.78,0.91,79.5,16.73,3.77,31299,Legal,21492,6.45,1.26,76.78
University of Birmingham,West Midlands,2020-2021,Computer Science (Postgraduate),Postgraduate,Computer Science,1039,573,358,0.55,0.62,63.17,13,23.83,24041,Finance,20140,23.68,1.25,84.03
University of Birmingham,West Midlands,2021-2022,Computer Science (Postgraduate),Postgraduate,Computer Science,4376,2602,1786,0.59,0.69,69.37,6.35,24.28,33643,Healthcare,31541,32.01,0.76,82.03
University of Birmingham,West Midlands,2022-2023,Computer Science (Postgraduate),Postgraduate,Computer Science,4921,2705,1967,0.55,0.73,72.93,10.96,16.11,30933,Arts,22291,37.07,1.11,77.63
University of Birmingham,West Midlands,2018-2019,Business and Management (Undergraduate),Undergraduate,Business and Management,1668,1459,903,0.87,0.62,64.33,17.22,18.45,30161,Healthcare,11498,22.67,0.78,66.26
University of Birmingham,West Midlands,2019-2020,Business and Management (Postgraduate),Postgraduate,Business and Management,4813,4090,3301,0.85,0.81,62.6,11.6,25.8,46320,Legal,39343,8.21,1.3,60.49
University of Birmingham,West Midlands,2020-2021,Business and Management (Undergraduate),Undergraduate,Business and Management,3550,3059,2139,0.86,0.7,85.36,6,8.64,31727,Science,16277,13.14,0.85,64.37
University of Birmingham,West Midlands,2021-2022,Business and Management (Undergraduate),Undergraduate,Business and Management,2912,2558,2023,0.88,0.79,80.04,9.56,10.4,24598,Legal,39656,11.18,0.88,89.17
University of Birmingham,West Midlands,2022-2023,Business and Management (Postgraduate),Postgraduate,Business and Management,4361,3624,3118,0.83,0.86,78.11,11.23,10.66,37464,Finance,18551,24.33,0.73,92.08
University of Birmingham,West Midlands,2018-2019,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,3184,1862,1219,0.58,0.65,67.73,12.18,20.09,27134,Science,30848,16.49,0.85,93.67
University of Birmingham,West Midlands,2019-2020,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,989,815,737,0.82,0.9,64.38,12.29,23.33,49368,IT,22804,10.99,1.29,87.06
University of Birmingham,West Midlands,2020-2021,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,2432,1649,1178,0.68,0.71,74.14,19.61,6.25,46951,Legal,16465,9.49,1.13,61.37
University of Birmingham,West Midlands,2021-2022,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,1961,1074,820,0.55,0.76,69.59,9.77,20.64,33507,Arts,24959,30.98,0.75,84.08
University of Birmingham,West Midlands,2022-2023,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,4027,3562,2812,0.88,0.79,69.28,16.71,14.01,37764,Legal,21307,20.76,1.23,71.19
University of Birmingham,West Midlands,2018-2019,Psychology (Undergraduate),Undergraduate,Psychology,1900,1330,1218,0.7,0.92,83.68,6.62,9.7,49547,Education,9839,15.21,0.85,83.52
University of Birmingham,West Midlands,2019-2020,Psychology (Postgraduate),Postgraduate,Psychology,4542,3318,2613,0.73,0.79,65.32,15.32,19.36,49627,Engineering,17469,33.63,1,71.47
University of Birmingham,West Midlands,2020-2021,Psychology (Undergraduate),Undergraduate,Psychology,1727,1237,981,0.72,0.79,89.53,14.36,-3.89,26969,Science,35574,25.19,1.2,64.5
University of Birmingham,West Midlands,2021-2022,Psychology (Undergraduate),Undergraduate,Psychology,1434,983,729,0.69,0.74,68.89,19.99,11.12,22003,Science,23960,27.59,1.22,78.55
University of Birmingham,West Midlands,2022-2023,Psychology (Undergraduate),Undergraduate,Psychology,1949,1130,1046,0.58,0.93,85.55,15.5,-1.05,23406,IT,24202,33.55,1.12,89.18
University of Birmingham,West Midlands,2018-2019,Medicine (Undergraduate),Undergraduate,Medicine,3306,1661,1310,0.5,0.79,76.51,11.1,12.39,44334,IT,13735,30,1.1,80.27
University of Birmingham,West Midlands,2019-2020,Medicine (Postgraduate),Postgraduate,Medicine,586,427,283,0.73,0.66,68.67,18.95,12.38,36895,IT,17110,33.42,0.77,90.02
University of Birmingham,West Midlands,2020-2021,Medicine (Undergraduate),Undergraduate,Medicine,1527,1290,1000,0.84,0.78,64.52,19.95,15.53,39283,Engineering,36906,23,1.02,62.23
University of Birmingham,West Midlands,2021-2022,Medicine (Undergraduate),Undergraduate,Medicine,3810,2096,1494,0.55,0.71,67.43,9.31,23.26,25665,Engineering,35136,8.69,0.75,83.16
University of Birmingham,West Midlands,2022-2023,Medicine (Undergraduate),Undergraduate,Medicine,1380,1139,890,0.83,0.78,81.34,10.75,7.91,31129,Arts,39307,14.71,0.73,62.38
University of Birmingham,West Midlands,2018-2019,Law (Postgraduate),Postgraduate,Law,4776,4203,3753,0.88,0.89,79.07,12.5,8.43,28738,Healthcare,32900,23.84,1.01,88.64
University of Birmingham,West Midlands,2019-2020,Law (Undergraduate),Undergraduate,Law,4176,2774,1810,0.66,0.65,86.84,14.12,-0.96,27876,IT,20173,6.56,1.01,63.84
University of Birmingham,West Midlands,2020-2021,Law (Undergraduate),Undergraduate,Law,3945,2458,2328,0.62,0.95,93.91,14.04,-7.95,26903,Legal,36363,7.85,1.27,66.68
University of Birmingham,West Midlands,2021-2022,Law (Undergraduate),Undergraduate,Law,1280,912,796,0.71,0.87,75.39,11.87,12.74,25827,Legal,39006,23.26,1.16,82.59
University of Birmingham,West Midlands,2022-2023,Law (Undergraduate),Undergraduate,Law,412,370,256,0.9,0.69,93.19,6.04,0.77,29208,Education,28779,25.8,1.29,89.05
University of Birmingham,West Midlands,2018-2019,Economics (Postgraduate),Postgraduate,Economics,4870,4001,3102,0.82,0.78,70.93,10.45,18.62,35449,Legal,28477,34.6,0.93,92.16
University of Birmingham,West Midlands,2019-2020,Economics (Undergraduate),Undergraduate,Economics,320,186,170,0.58,0.91,63.63,11.37,25,40239,Engineering,13956,38.32,1.24,83.93
University of Birmingham,West Midlands,2020-2021,Economics (Postgraduate),Postgraduate,Economics,3078,2623,1939,0.85,0.74,76.88,5.99,17.13,43588,IT,38311,28.05,1.03,86.64
University of Birmingham,West Midlands,2021-2022,Economics (Postgraduate),Postgraduate,Economics,3557,2785,2307,0.78,0.83,90.53,15.74,-6.27,30913,Engineering,27566,39.59,0.83,63.76
University of Birmingham,West Midlands,2022-2023,Economics (Undergraduate),Undergraduate,Economics,901,779,702,0.86,0.9,86.58,6.93,6.49,26181,Healthcare,14782,19.9,0.8,78.71
University of Birmingham,West Midlands,2018-2019,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,2011,1083,900,0.54,0.83,78.76,6.94,14.3,44872,Education,25282,22.21,0.86,82.41
University of Birmingham,West Midlands,2019-2020,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,909,664,460,0.73,0.69,70.99,19.59,9.42,45186,Engineering,25952,18.54,0.71,62.54
University of Birmingham,West Midlands,2020-2021,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,729,448,335,0.61,0.75,72.37,5.97,21.66,38676,Science,35580,19.94,1.01,93.4
University of Birmingham,West Midlands,2021-2022,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,1104,987,717,0.89,0.73,91.26,5.72,3.02,24050,IT,15423,34.06,1.18,84.97
University of Birmingham,West Midlands,2022-2023,Biological Sciences (Undergraduate),Undergraduate,Biological Sciences,3250,2066,1306,0.64,0.63,87.87,10.46,1.67,39147,Arts,16138,29.43,0.71,84.28
University of Birmingham,West Midlands,2018-2019,Education (Postgraduate),Postgraduate,Education,3306,1887,1562,0.57,0.83,84.68,17.19,-1.87,48108,Legal,16021,28.79,0.86,70.56
University of Birmingham,West Midlands,2019-2020,Education (Undergraduate),Undergraduate,Education,4455,3980,3064,0.89,0.77,91.5,7.5,1,24770,Engineering,15772,22.22,0.88,65.44
University of Birmingham,West Midlands,2020-2021,Education (Undergraduate),Undergraduate,Education,1712,1093,679,0.64,0.62,61.79,13.31,24.9,39147,IT,25609,15.46,0.83,66.72
University of Birmingham,West Midlands,2021-2022,Education (Postgraduate),Postgraduate,Education,2502,2038,1345,0.81,0.66,62.05,6.84,31.11,28685,Healthcare,26897,19.04,0.8,69.3
University of Birmingham,West Midlands,2022-2023,Education (Undergraduate),Undergraduate,Education,3914,2063,1613,0.53,0.78,88.1,6.67,5.23,40980,Engineering,8293,19.04,0.82,76.75
University of Birmingham,West Midlands,2018-2019,History (Undergraduate),Undergraduate,History,2061,1617,974,0.78,0.6,66.3,11.36,22.34,34895,Finance,37009,39.93,1.15,69.64
University of Birmingham,West Midlands,2019-2020,History (Postgraduate),Postgraduate,History,481,291,194,0.6,0.67,91.64,19.04,-10.68,43092,IT,29326,35.32,1.25,79.58
University of Birmingham,West Midlands,2020-2021,History (Undergraduate),Undergraduate,History,696,474,423,0.68,0.89,87.31,8.69,4,36248,Education,35626,34.44,0.78,70.18
University of Birmingham,West Midlands,2021-2022,History (Postgraduate),Postgraduate,History,2677,1352,1080,0.51,0.8,77.45,7.05,15.5,44806,Education,34001,37.7,0.78,67.87
University of Birmingham,West Midlands,2022-2023,History (Postgraduate),Postgraduate,History,1647,1122,808,0.68,0.72,65.25,14.58,20.17,30827,Finance,14347,28.95,1.05,60.91
University of Birmingham,West Midlands,2018-2019,Physics (Undergraduate),Undergraduate,Physics,543,452,382,0.83,0.85,64.12,17.41,18.47,23460,Arts,36891,36.9,0.7,89.87
University of Birmingham,West Midlands,2019-2020,Physics (Postgraduate),Postgraduate,Physics,485,301,265,0.62,0.88,81.77,10.2,8.03,44635,Finance,26477,38.14,0.89,62.68
University of Birmingham,West Midlands,2020-2021,Physics (Postgraduate),Postgraduate,Physics,2885,2024,1530,0.7,0.76,64.1,15.41,20.49,38729,Science,15591,37.28,1.14,87.05
University of Birmingham,West Midlands,2021-2022,Physics (Undergraduate),Undergraduate,Physics,396,290,238,0.73,0.82,63.77,15.01,21.22,47079,Engineering,10101,38.3,1.06,85.49
University of Birmingham,West Midlands,2022-2023,Physics (Postgraduate),Postgraduate,Physics,1316,994,817,0.76,0.82,92.05,11.49,-3.54,35206,Finance,14704,25.34,1.1,78.13
University of Birmingham,West Midlands,2018-2019,Mathematics (Undergraduate),Undergraduate,Mathematics,1323,831,501,0.63,0.6,66.47,11.38,22.15,37515,Science,16142,39.7,1.11,80.41
University of Birmingham,West Midlands,2019-2020,Mathematics (Undergraduate),Undergraduate,Mathematics,499,253,226,0.51,0.89,64,14.16,21.84,32281,Healthcare,20831,37.13,1.2,68.55
University of Birmingham,West Midlands,2020-2021,Mathematics (Postgraduate),Postgraduate,Mathematics,617,511,440,0.83,0.86,70.88,7.15,21.97,23550,Legal,35051,9.51,0.79,90.42
University of Birmingham,West Midlands,2021-2022,Mathematics (Undergraduate),Undergraduate,Mathematics,1816,1086,930,0.6,0.86,68.11,19.27,12.62,24913,Arts,36947,19.97,0.75,92.73
University of Birmingham,West Midlands,2022-2023,Mathematics (Undergraduate),Undergraduate,Mathematics,3472,2052,1829,0.59,0.89,90.98,7.74,1.28,45848,Science,29319,6.43,1.23,91.94
University of Leeds,Greater London,2018-2019,Computer Science (Undergraduate),Undergraduate,Computer Science,4189,2177,1953,0.52,0.9,83.46,7.61,8.93,30887,Arts,28643,22.78,0.92,90.14
University of Leeds,Greater London,2019-2020,Computer Science (Postgraduate),Postgraduate,Computer Science,4423,3673,2311,0.83,0.63,86.74,19.94,-6.68,49453,Healthcare,34533,32.06,0.88,63.38
University of Leeds,Greater London,2020-2021,Computer Science (Undergraduate),Undergraduate,Computer Science,2974,2630,1799,0.88,0.68,79.65,19.17,1.18,41455,Healthcare,37986,36.66,0.89,61.37
University of Leeds,Greater London,2021-2022,Computer Science (Postgraduate),Postgraduate,Computer Science,4703,3017,2439,0.64,0.81,79.27,10.53,10.2,41552,IT,24203,10.05,1.25,91.15
University of Leeds,Greater London,2022-2023,Computer Science (Postgraduate),Postgraduate,Computer Science,4024,2910,1833,0.72,0.63,60.63,9.8,29.57,26728,Science,27008,18.9,0.95,87.83
University of Leeds,Greater London,2018-2019,Business and Management (Undergraduate),Undergraduate,Business and Management,2449,2081,1667,0.85,0.8,68.67,5.4,25.93,22472,Healthcare,15454,33.09,1.18,71.5
University of Leeds,Greater London,2019-2020,Business and Management (Postgraduate),Postgraduate,Business and Management,4304,2448,1765,0.57,0.72,88.76,15.98,-4.74,25080,Legal,22966,27.99,1.11,63.99
University of Leeds,Greater London,2020-2021,Business and Management (Postgraduate),Postgraduate,Business and Management,855,553,400,0.65,0.72,69.98,13.5,16.52,38586,Finance,30379,18.05,0.91,79.14
University of Leeds,Greater London,2021-2022,Business and Management (Undergraduate),Undergraduate,Business and Management,2715,1448,901,0.53,0.62,85.45,7.84,6.71,34844,IT,9096,18.7,1.16,64.26
University of Leeds,Greater London,2022-2023,Business and Management (Undergraduate),Undergraduate,Business and Management,1074,618,535,0.58,0.87,89.35,11.57,-0.92,46034,Engineering,22681,29,1.22,70.17
University of Leeds,Greater London,2018-2019,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,2561,1536,1085,0.6,0.71,90.3,8.9,0.8,36655,Healthcare,39460,32.85,1.17,80.02
University of Leeds,Greater London,2019-2020,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,2068,1491,982,0.72,0.66,76.94,6.03,17.03,40648,Engineering,12124,13.95,0.79,89.89
University of Leeds,Greater London,2020-2021,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,2713,1577,1135,0.58,0.72,90.79,16.03,-6.82,24143,Finance,36174,28.58,1.14,70.73
University of Leeds,Greater London,2021-2022,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,682,368,235,0.54,0.64,71.5,16.75,11.75,44017,Healthcare,36911,22.21,0.74,69.15
University of Leeds,Greater London,2022-2023,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,4026,2503,2192,0.62,0.88,94.86,19.57,-14.43,33455,Healthcare,30362,25.39,0.99,72.33
University of Leeds,Greater London,2018-2019,Psychology (Postgraduate),Postgraduate,Psychology,1034,595,466,0.58,0.78,89.33,15.91,-5.24,32157,IT,28049,29.14,1.28,88.43
University of Leeds,Greater London,2019-2020,Psychology (Undergraduate),Undergraduate,Psychology,3794,2477,2201,0.65,0.89,61.45,6.31,32.24,33436,IT,32585,36.57,0.9,90.01
University of Leeds,Greater London,2020-2021,Psychology (Undergraduate),Undergraduate,Psychology,4970,4453,3132,0.9,0.7,65.61,18.88,15.51,45479,Arts,35549,17.65,0.88,67.3
University of Leeds,Greater London,2021-2022,Psychology (Undergraduate),Undergraduate,Psychology,2674,1726,1544,0.65,0.89,62.97,18.25,18.78,45634,Arts,38040,31.35,0.78,60.72
University of Leeds,Greater London,2022-2023,Psychology (Postgraduate),Postgraduate,Psychology,1748,972,674,0.56,0.69,88.05,5.12,6.83,30141,IT,20352,26.88,1.27,72.36
University of Leeds,Greater London,2018-2019,Medicine (Postgraduate),Postgraduate,Medicine,3276,1834,1418,0.56,0.77,84.45,13.35,2.2,46049,Science,32940,23.81,0.87,91.91
University of Leeds,Greater London,2019-2020,Medicine (Undergraduate),Undergraduate,Medicine,2772,2042,1564,0.74,0.77,74.84,17.24,7.92,33539,Science,32307,22.28,1.09,63.33
University of Leeds,Greater London,2020-2021,Medicine (Undergraduate),Undergraduate,Medicine,3464,2760,2520,0.8,0.91,67.4,17.81,14.79,41159,IT,39472,29.7,1.03,67.1
University of Leeds,Greater London,2021-2022,Medicine (Undergraduate),Undergraduate,Medicine,4317,3603,2403,0.83,0.67,62.19,13.1,24.71,39913,Arts,22236,16.17,0.79,78.47
University of Leeds,Greater London,2022-2023,Medicine (Postgraduate),Postgraduate,Medicine,2829,2397,1604,0.85,0.67,62.06,13.96,23.98,38780,Arts,33226,9.81,0.82,74.86
University of Leeds,Greater London,2018-2019,Law (Postgraduate),Postgraduate,Law,626,416,352,0.66,0.85,69.89,17.16,12.95,33601,Finance,13954,16.46,1.01,94.33
University of Leeds,Greater London,2019-2020,Law (Postgraduate),Postgraduate,Law,587,442,331,0.75,0.75,67.57,17.45,14.98,36567,Finance,27624,24.88,1.05,69.95
University of Leeds,Greater London,2020-2021,Law (Undergraduate),Undergraduate,Law,325,237,207,0.73,0.87,92.43,11.67,-4.1,22512,Science,34294,5.56,1.25,77.5
University of Leeds,Greater London,2021-2022,Law (Undergraduate),Undergraduate,Law,1712,1209,972,0.71,0.8,71.42,17.79,10.79,25444,Education,25672,20.22,0.92,75.82
University of Leeds,Greater London,2022-2023,Law (Undergraduate),Undergraduate,Law,1087,912,779,0.84,0.85,72.47,17.12,10.41,25722,Arts,31491,35.02,0.87,93.01
University of Leeds,Greater London,2018-2019,Economics (Postgraduate),Postgraduate,Economics,4196,3521,2597,0.84,0.74,84.84,10.61,4.55,22214,Legal,17342,19.15,1.2,88.49
University of Leeds,Greater London,2019-2020,Economics (Undergraduate),Undergraduate,Economics,2869,1993,1289,0.69,0.65,65.52,6.3,28.18,43699,Legal,23138,16.79,0.71,94.04
University of Leeds,Greater London,2020-2021,Economics (Undergraduate),Undergraduate,Economics,1469,1190,756,0.81,0.64,60.23,8.56,31.21,36221,Engineering,9272,38.9,0.77,80.04
University of Leeds,Greater London,2021-2022,Economics (Postgraduate),Postgraduate,Economics,2922,1734,1357,0.59,0.78,62.22,5.5,32.28,43033,Education,30540,23.79,0.71,83.66
University of Leeds,Greater London,2022-2023,Economics (Postgraduate),Postgraduate,Economics,3988,2289,1644,0.57,0.72,63.95,12.12,23.93,49385,IT,38480,25.74,1.25,68.4
University of Leeds,Greater London,2018-2019,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,1499,1181,1040,0.79,0.88,89.33,17.66,-6.99,43172,Healthcare,11920,17.61,1.21,71.36
University of Leeds,Greater London,2019-2020,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,1467,924,724,0.63,0.78,89.86,5.26,4.88,30638,Science,13057,37.2,1.22,66.86
University of Leeds,Greater London,2020-2021,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,3561,1907,1199,0.54,0.63,86.09,11.21,2.7,29299,IT,21878,9.58,1.02,78.14
University of Leeds,Greater London,2021-2022,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,3380,2888,1914,0.85,0.66,66.69,13.44,19.87,43923,IT,19982,30.61,1.19,83.43
University of Leeds,Greater London,2022-2023,Biological Sciences (Postgraduate),Postgraduate,Biological Sciences,3172,2712,1751,0.85,0.65,73.31,14.37,12.32,30959,Healthcare,35109,9.57,1.25,82.01
University of Leeds,Greater London,2018-2019,Education (Postgraduate),Postgraduate,Education,4135,3165,1901,0.77,0.6,65.8,10.38,23.82,29043,Science,30849,29.06,1,65.2
University of Leeds,Greater London,2019-2020,Education (Undergraduate),Undergraduate,Education,4309,2188,1392,0.51,0.64,89.85,15.94,-5.79,26120,Engineering,36170,8.95,1.29,91.65
University of Leeds,Greater London,2020-2021,Education (Postgraduate),Postgraduate,Education,791,523,480,0.66,0.92,85.33,18.13,-3.46,24627,Education,31959,11.55,0.76,90.29
University of Leeds,Greater London,2021-2022,Education (Postgraduate),Postgraduate,Education,2370,1835,1353,0.77,0.74,74.58,17.41,8.01,27088,Engineering,32936,18.46,0.74,86.28
University of Leeds,Greater London,2022-2023,Education (Postgraduate),Postgraduate,Education,2918,2030,1420,0.7,0.7,84.31,11.53,4.16,45137,Legal,36829,24.9,1.11,83.66
University of Leeds,Greater London,2018-2019,History (Postgraduate),Postgraduate,History,2418,1451,1360,0.6,0.94,67.86,10.29,21.85,26417,IT,15090,11.41,0.97,79
University of Leeds,Greater London,2019-2020,History (Undergraduate),Undergraduate,History,855,642,487,0.75,0.76,67.26,7.65,25.09,33274,Arts,31388,12.11,0.96,78.9
University of Leeds,Greater London,2020-2021,History (Postgraduate),Postgraduate,History,2191,1215,745,0.55,0.61,71.08,5.89,23.03,28613,Healthcare,10252,14.39,1.07,76.99
University of Leeds,Greater London,2021-2022,History (Undergraduate),Undergraduate,History,4079,3251,2946,0.8,0.91,65.17,17.08,17.75,29036,Science,39220,12.59,0.74,61.77
University of Leeds,Greater London,2022-2023,History (Undergraduate),Undergraduate,History,2084,1180,1099,0.57,0.93,74.31,18.75,6.94,46353,IT,12174,8.95,1.29,75.7
University of Leeds,Greater London,2018-2019,Physics (Postgraduate),Postgraduate,Physics,2888,1714,1543,0.59,0.9,67.52,6.58,25.9,40790,Education,8223,5.08,1.04,81.83
University of Leeds,Greater London,2019-2020,Physics (Postgraduate),Postgraduate,Physics,3615,3196,2749,0.88,0.86,93.41,7.96,-1.37,29101,Finance,12858,10.39,1.08,71.96
University of Leeds,Greater London,2020-2021,Physics (Undergraduate),Undergraduate,Physics,3994,2639,2420,0.66,0.92,68.59,19.4,12.01,34324,IT,28555,19.08,0.75,86.84
University of Leeds,Greater London,2021-2022,Physics (Postgraduate),Postgraduate,Physics,1195,729,496,0.61,0.68,70.95,7.1,21.95,38595,Healthcare,19499,24.03,1.01,90.11
University of Leeds,Greater London,2022-2023,Physics (Undergraduate),Undergraduate,Physics,3187,2766,1753,0.87,0.63,73.92,18.24,7.84,30608,Science,8689,25.8,1.01,71.87
University of Leeds,Greater London,2018-2019,Mathematics (Undergraduate),Undergraduate,Mathematics,880,706,530,0.8,0.75,81.42,14.59,3.99,25112,Arts,24980,10.61,1.04,72.84
University of Leeds,Greater London,2019-2020,Mathematics (Postgraduate),Postgraduate,Mathematics,4043,2788,1889,0.69,0.68,87.94,17.79,-5.73,23852,Science,15823,27.41,1.27,76.54
University of Leeds,Greater London,2020-2021,Mathematics (Undergraduate),Undergraduate,Mathematics,4567,4078,2735,0.89,0.67,90.57,5.12,4.31,49333,Arts,28713,25.11,0.91,62.86
University of Leeds,Greater London,2021-2022,Mathematics (Postgraduate),Postgraduate,Mathematics,1644,1063,805,0.65,0.76,78.24,12.45,9.31,35831,Science,16004,35.43,1,86.11
University of Leeds,Greater London,2022-2023,Mathematics (Undergraduate),Undergraduate,Mathematics,4406,2605,2186,0.59,0.84,94,16.69,-10.69,36322,Finance,22456,34.43,0.73,85.92
University of Southampton,South East,2018-2019,Computer Science (Postgraduate),Postgraduate,Computer Science,2159,1180,791,0.55,0.67,81.76,15.66,2.58,47319,Engineering,15379,25.83,0.72,88
University of Southampton,South East,2019-2020,Computer Science (Postgraduate),Postgraduate,Computer Science,600,317,265,0.53,0.84,81.23,9.86,8.91,38234,Education,28493,13.11,0.87,85.75
University of Southampton,South East,2020-2021,Computer Science (Postgraduate),Postgraduate,Computer Science,1065,559,523,0.52,0.94,66.43,11.12,22.45,24920,Healthcare,10197,37.28,0.98,76.99
University of Southampton,South East,2021-2022,Computer Science (Undergraduate),Undergraduate,Computer Science,676,388,288,0.57,0.74,94.37,11.23,-5.6,26334,Finance,10168,36.35,0.74,84.39
University of Southampton,South East,2022-2023,Computer Science (Postgraduate),Postgraduate,Computer Science,3512,2969,1839,0.85,0.62,62.98,9.39,27.63,34167,Arts,37090,34.3,1.11,78.22
University of Southampton,South East,2018-2019,Business and Management (Postgraduate),Postgraduate,Business and Management,3580,2025,1584,0.57,0.78,86.01,19.55,-5.56,32065,Legal,32677,24.82,0.81,66.51
University of Southampton,South East,2019-2020,Business and Management (Undergraduate),Undergraduate,Business and Management,416,323,296,0.78,0.92,64.73,14.51,20.76,22207,IT,38943,35.19,1.02,88.05
University of Southampton,South East,2020-2021,Business and Management (Undergraduate),Undergraduate,Business and Management,4629,3140,1886,0.68,0.6,89.23,5.33,5.44,42092,Education,18464,26.06,1.28,92.99
University of Southampton,South East,2021-2022,Business and Management (Postgraduate),Postgraduate,Business and Management,1880,1506,1195,0.8,0.79,61.14,12.18,26.68,27679,Engineering,25826,13.68,1.17,89.36
University of Southampton,South East,2022-2023,Business and Management (Postgraduate),Postgraduate,Business and Management,2795,1580,980,0.57,0.62,70.5,9.41,20.09,33695,Legal,13334,7.56,1,74.78
University of Southampton,South East,2018-2019,Mechanical Engineering (Undergraduate),Undergraduate,Mechanical Engineering,3505,2253,2139,0.64,0.95,72.74,17.44,9.82,48051,Finance,23561,9.67,0.85,93.23
University of Southampton,South East,2019-2020,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,4623,2862,2483,0.62,0.87,77.12,6.43,16.45,37213,Arts,26949,25.8,1.06,89.41
University of Southampton,South East,2020-2021,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,2901,1577,977,0.54,0.62,64.27,13.64,22.09,31985,Legal,32499,5.2,1.28,72.85
University of Southampton,South East,2021-2022,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,808,487,457,0.6,0.94,66.97,11.79,21.24,46218,Healthcare,13887,6.95,0.75,84.23
University of Southampton,South East,2022-2023,Mechanical Engineering (Postgraduate),Postgraduate,Mechanical Engineering,4084,2673,2107,0.65,0.79,89.76,10.3,-0.06,27674,Healthcare,9284,9,1.24,68.66
University of Southampton,South East,2018-2019,Psychology (Undergraduate),Undergraduate,Psychology,3926,3415,2783,0.87,0.81,68.49,17.78,13.73,36801,Education,10951,37.78,1.11,79.96
University of Southampton,South East,2019-2020,Psychology (Undergraduate),Undergraduate,Psychology,2027,1719,1211,0.85,0.7,66.58,11.51,21.91,22239,Legal,32472,12.89,0.79,64.58
University of Southampton,South East,2020-2021,Psychology (Postgraduate),Postgraduate,Psychology,2464,2147,1659,0.87,0.77,68.57,10.24,21.19,41049,IT,34086,17.65,0.87,84.19
University of Southampton,South East,2021-2022,Psychology (Undergraduate),Undergraduate,Psychology,1219,780,635,0.64,0.81,64.81,13.51,21.68,30761,Legal,11720,24.23,0.9,65.63
University of Southampton,South East,2022-2023,Psychology (Undergraduate),Undergraduate,Psychology,4734,3754,3242,0.79,0.86,63.43,6.13,30.44,38189,Engineering,21329,26.16,1.22,76.58
University of Southampton,South East,2018-2019,Medicine (Undergraduate),Undergraduate,Medicine,648,410,299,0.63,0.73,80.55,6.49,12.96,29013,Science,22734,35.37,0.97,91.69
